date,close,symbol,name
2018-03-23,3747.53,sh600519,600519
2018-03-26,3759.74,sh600519,600519
2018-03-27,3766.02,sh600519,600519
2018-03-28,3601.76,sh600519,600519
2018-03-29,3637.18,sh600519,600519
2018-03-30,3609.64,sh600519,600519
2018-04-02,3591.76,sh600519,600519
2018-04-03,3580.95,sh600519,600519
2018-04-04,3661.85,sh600519,600519
2018-04-09,3683.41,sh600519,600519
2018-04-10,3732.25,sh600519,600519
2018-04-11,3718.88,sh600519,600519
2018-04-12,3662.81,sh600519,600519
2018-04-13,3625.93,sh600519,600519
2018-04-16,3598.39,sh600519,600519
2018-04-17,3522.11,sh600519,600519
2018-04-18,3469.05,sh600519,600519
2018-04-19,3591.25,sh600519,600519
2018-04-20,3542.51,sh600519,600519
2018-04-23,3561.36,sh600519,600519
2018-04-24,3641.1,sh600519,600519
2018-04-25,3646.58,sh600519,600519
2018-04-26,3582.56,sh600519,600519
2018-04-27,3503.67,sh600519,600519
2018-05-02,3530.3,sh600519,600519
2018-05-03,3545.63,sh600519,600519
2018-05-04,3505.38,sh600519,600519
2018-05-07,3682.76,sh600519,600519
2018-05-08,3736.32,sh600519,600519
2018-05-09,3701.75,sh600519,600519
2018-05-10,3763.25,sh600519,600519
2018-05-11,3782.5,sh600519,600519
2018-05-14,3905.05,sh600519,600519
2018-05-15,3908.32,sh600519,600519
2018-05-16,3865.41,sh600519,600519
2018-05-17,3829.53,sh600519,600519
2018-05-18,3889.53,sh600519,600519
2018-05-21,3866.91,sh600519,600519
2018-05-22,3890.78,sh600519,600519
2018-05-23,3811.44,sh600519,600519
2018-05-24,3769.33,sh600519,600519
2018-05-25,3776.67,sh600519,600519
2018-05-28,3894.95,sh600519,600519
2018-05-29,3849.88,sh600519,600519
2018-05-30,3821.94,sh600519,600519
2018-05-31,3948.87,sh600519,600519
2018-06-01,3918.62,sh600519,600519
2018-06-04,4103.83,sh600519,600519
2018-06-05,4134.38,sh600519,600519
2018-06-06,4122.83,sh600519,600519
2018-06-07,4098.81,sh600519,600519
2018-06-08,4083.63,sh600519,600519
2018-06-11,4072.48,sh600519,600519
2018-06-12,4190.36,sh600519,600519
2018-06-13,4145.84,sh600519,600519
2018-06-14,4124.74,sh600519,600519
2018-06-15,4115.69,sh600519,600519
2018-06-19,3938.16,sh600519,600519
2018-06-20,4066.75,sh600519,600519
2018-06-21,4045.29,sh600519,600519
2018-06-22,4081.52,sh600519,600519
2018-06-25,4076.64,sh600519,600519
2018-06-26,4022.58,sh600519,600519
2018-06-27,3859.97,sh600519,600519
2018-06-28,3802.14,sh600519,600519
2018-06-29,3905.3,sh600519,600519
2018-07-02,3805.25,sh600519,600519
2018-07-03,3721.69,sh600519,600519
2018-07-04,3701.54,sh600519,600519
2018-07-05,3759.23,sh600519,600519
2018-07-06,3818.17,sh600519,600519
2018-07-09,3884.09,sh600519,600519
2018-07-10,3876.66,sh600519,600519
2018-07-11,3845.6,sh600519,600519
2018-07-12,3935.85,sh600519,600519
2018-07-13,3983.33,sh600519,600519
2018-07-16,4021.97,sh600519,600519
2018-07-17,3960.42,sh600519,600519
2018-07-18,3935.35,sh600519,600519
2018-07-19,3952.98,sh600519,600519
2018-07-20,3953.89,sh600519,600519
2018-07-23,3908.36,sh600519,600519
2018-07-24,3975.34,sh600519,600519
2018-07-25,3967.35,sh600519,600519
2018-07-26,3926.2,sh600519,600519
2018-07-27,3940.97,sh600519,600519
2018-07-30,3843.74,sh600519,600519
2018-07-31,3880.07,sh600519,600519
2018-08-01,3822.29,sh600519,600519
2018-08-02,3726.32,sh600519,600519
2018-08-03,3641.65,sh600519,600519
2018-08-06,3594.87,sh600519,600519
2018-08-07,3678.28,sh600519,600519
2018-08-08,3627.73,sh600519,600519
2018-08-09,3706.42,sh600519,600519
2018-08-10,3682.8,sh600519,600519
2018-08-13,3642.8,sh600519,600519
2018-08-14,3647.38,sh600519,600519
2018-08-15,3560.3,sh600519,600519
2018-08-16,3488.14,sh600519,600519
2018-08-17,3419.9,sh600519,600519
2018-08-20,3469.8,sh600519,600519
2018-08-21,3603.96,sh600519,600519
2018-08-22,3584.92,sh600519,600519
2018-08-23,3597.53,sh600519,600519
2018-08-24,3547.73,sh600519,600519
2018-08-27,3683.4,sh600519,600519
2018-08-28,3651.75,sh600519,600519
2018-08-29,3676.12,sh600519,600519
2018-08-30,3648.73,sh600519,600519
2018-08-31,3542.16,sh600519,600519
2018-09-03,3577.43,sh600519,600519
2018-09-04,3621.8,sh600519,600519
2018-09-05,3535.12,sh600519,600519
2018-09-06,3465.83,sh600519,600519
2018-09-07,3500.85,sh600519,600519
2018-09-10,3469.85,sh600519,600519
2018-09-11,3475.88,sh600519,600519
2018-09-12,3395.48,sh600519,600519
2018-09-13,3405.43,sh600519,600519
2018-09-14,3460.3,sh600519,600519
2018-09-17,3474.93,sh600519,600519
2018-09-18,3579.89,sh600519,600519
2018-09-19,3653.86,sh600519,600519
2018-09-20,3639.44,sh600519,600519
2018-09-21,3747.27,sh600519,600519
2018-09-25,3732.24,sh600519,600519
2018-09-26,3872.49,sh600519,600519
2018-09-27,3867.81,sh600519,600519
2018-09-28,3897.96,sh600519,600519
2018-10-08,3677.63,sh600519,600519
2018-10-09,3722.09,sh600519,600519
2018-10-10,3601.1,sh600519,600519
2018-10-11,3470.8,sh600519,600519
2018-10-12,3586.43,sh600519,600519
2018-10-15,3580.9,sh600519,600519
2018-10-16,3582.1,sh600519,600519
2018-10-17,3574.97,sh600519,600519
2018-10-18,3475.58,sh600519,600519
2018-10-19,3596.47,sh600519,600519
2018-10-22,3712.05,sh600519,600519
2018-10-23,3454.47,sh600519,600519
2018-10-24,3430.61,sh600519,600519
2018-10-25,3340.21,sh600519,600519
2018-10-26,3295.49,sh600519,600519
2018-10-29,2988.93,sh600519,600519
2018-10-30,2862.86,sh600519,600519
2018-10-31,2987.97,sh600519,600519
2018-11-01,3058.82,sh600519,600519
2018-11-02,3244.24,sh600519,600519
2018-11-05,3123.14,sh600519,600519
2018-11-06,3073.9,sh600519,600519
2018-11-07,3075.91,sh600519,600519
2018-11-08,3095.7,sh600519,600519
2018-11-09,3053.8,sh600519,600519
2018-11-12,3003.55,sh600519,600519
2018-11-13,3094.0,sh600519,600519
2018-11-14,3019.13,sh600519,600519
2018-11-15,3042.24,sh600519,600519
2018-11-16,3043.75,sh600519,600519
2018-11-19,3089.07,sh600519,600519
2018-11-20,3051.79,sh600519,600519
2018-11-21,3067.36,sh600519,600519
2018-11-22,3066.36,sh600519,600519
2018-11-23,3028.17,sh600519,600519
2018-11-26,3004.1,sh600519,600519
2018-11-27,2983.95,sh600519,600519
2018-11-28,3028.67,sh600519,600519
2018-11-29,3001.54,sh600519,600519
2018-11-30,3068.87,sh600519,600519
2018-12-03,3250.77,sh600519,600519
2018-12-04,3255.94,sh600519,600519
2018-12-05,3295.49,sh600519,600519
2018-12-06,3203.54,sh600519,600519
2018-12-07,3179.42,sh600519,600519
2018-12-10,3130.32,sh600519,600519
2018-12-11,3159.27,sh600519,600519
2018-12-12,3189.47,sh600519,600519
2018-12-13,3253.53,sh600519,600519
2018-12-14,3209.36,sh600519,600519
2018-12-17,3197.1,sh600519,600519
2018-12-18,3199.21,sh600519,600519
2018-12-19,3133.19,sh600519,600519
2018-12-20,3116.61,sh600519,600519
2018-12-21,3080.98,sh600519,600519
2018-12-24,3083.95,sh600519,600519
2018-12-25,3072.84,sh600519,600519
2018-12-26,3044.15,sh600519,600519
2018-12-27,3058.82,sh600519,600519
2018-12-28,3194.54,sh600519,600519
2019-01-02,3239.61,sh600519,600519
2019-01-03,3194.49,sh600519,600519
2019-01-04,3254.79,sh600519,600519
2019-01-07,3272.33,sh600519,600519
2019-01-08,3268.81,sh600519,600519
2019-01-09,3325.74,sh600519,600519
2019-01-10,3339.05,sh600519,600519
2019-01-11,3425.03,sh600519,600519
2019-01-14,3368.35,sh600519,600519
2019-01-15,3546.13,sh600519,600519
2019-01-16,3551.75,sh600519,600519
2019-01-17,3542.46,sh600519,600519
2019-01-18,3664.86,sh600519,600519
2019-01-21,3681.8,sh600519,600519
2019-01-22,3601.5,sh600519,600519
2019-01-23,3574.67,sh600519,600519
2019-01-24,3609.04,sh600519,600519
2019-01-25,3645.22,sh600519,600519
2019-01-28,3631.65,sh600519,600519
2019-01-29,3671.85,sh600519,600519
2019-01-30,3626.62,sh600519,600519
2019-01-31,3694.96,sh600519,600519
2019-02-01,3710.39,sh600519,600519
2019-02-11,3874.35,sh600519,600519
2019-02-12,3837.26,sh600519,600519
2019-02-13,3924.34,sh600519,600519
2019-02-14,3933.94,sh600519,600519
2019-02-15,3871.73,sh600519,600519
2019-02-18,3948.21,sh600519,600519
2019-02-19,3901.78,sh600519,600519
2019-02-20,3857.76,sh600519,600519
2019-02-21,3848.97,sh600519,600519
2019-02-22,3877.91,sh600519,600519
2019-02-25,3959.92,sh600519,600519
2019-02-26,3884.65,sh600519,600519
2019-02-27,3951.73,sh600519,600519
2019-02-28,4023.63,sh600519,600519
2019-03-01,4195.93,sh600519,600519
2019-03-04,4158.55,sh600519,600519
2019-03-05,4148.1,sh600519,600519
2019-03-06,4088.9,sh600519,600519
2019-03-07,3991.42,sh600519,600519
2019-03-08,3935.65,sh600519,600519
2019-03-11,4041.37,sh600519,600519
2019-03-12,3973.38,sh600519,600519
2019-03-13,4018.56,sh600519,600519
2019-03-14,4139.15,sh600519,600519
2019-03-15,4135.64,sh600519,600519
2019-03-18,4300.4,sh600519,600519
2019-03-19,4212.56,sh600519,600519
2019-03-20,4213.52,sh600519,600519
2019-03-21,4178.09,sh600519,600519
2019-03-22,4219.55,sh600519,600519
2019-03-25,4127.09,sh600519,600519
2019-03-26,4114.03,sh600519,600519
2019-03-27,4191.91,sh600519,600519
2019-03-28,4283.87,sh600519,600519
2019-03-29,4520.99,sh600519,600519
2019-04-01,4546.16,sh600519,600519
2019-04-02,4500.94,sh600519,600519
2019-04-03,4473.3,sh600519,600519
2019-04-04,4576.31,sh600519,600519
2019-04-08,4753.18,sh600519,600519
2019-04-09,4777.3,sh600519,600519
2019-04-10,4993.32,sh600519,600519
2019-04-11,4878.8,sh600519,600519
2019-04-12,4822.52,sh600519,600519
2019-04-15,4787.35,sh600519,600519
2019-04-16,4952.67,sh600519,600519
2019-04-17,5013.47,sh600519,600519
2019-04-18,4980.81,sh600519,600519
2019-04-19,5016.28,sh600519,600519
2019-04-22,4999.4,sh600519,600519
2019-04-23,5128.79,sh600519,600519
2019-04-24,5103.91,sh600519,600519
2019-04-25,5015.33,sh600519,600519
2019-04-26,4978.29,sh600519,600519
2019-04-29,5113.81,sh600519,600519
2019-04-30,5124.01,sh600519,600519
2019-05-06,4782.33,sh600519,600519
2019-05-07,4701.93,sh600519,600519
2019-05-08,4673.79,sh600519,600519
2019-05-09,4545.21,sh600519,600519
2019-05-10,4787.95,sh600519,600519
2019-05-13,4711.98,sh600519,600519
2019-05-14,4684.69,sh600519,600519
2019-05-15,4887.85,sh600519,600519
2019-05-16,4902.47,sh600519,600519
2019-05-17,4786.3,sh600519,600519
2019-05-20,4676.6,sh600519,600519
2019-05-21,4727.05,sh600519,600519
2019-05-22,4691.88,sh600519,600519
2019-05-23,4556.21,sh600519,600519
2019-05-24,4644.14,sh600519,600519
2019-05-27,4646.66,sh600519,600519
2019-05-28,4691.88,sh600519,600519
2019-05-29,4812.02,sh600519,600519
2019-05-30,4778.81,sh600519,600519
2019-05-31,4701.93,sh600519,600519
2019-06-03,4711.98,sh600519,600519
2019-06-04,4628.06,sh600519,600519
2019-06-05,4609.47,sh600519,600519
2019-06-06,4561.89,sh600519,600519
2019-06-10,4606.86,sh600519,600519
2019-06-11,4806.9,sh600519,600519
2019-06-12,4785.84,sh600519,600519
2019-06-13,4802.42,sh600519,600519
2019-06-14,4817.5,sh600519,600519
2019-06-17,4810.46,sh600519,600519
2019-06-18,4837.6,sh600519,600519
2019-06-19,4913.02,sh600519,600519
2019-06-20,5129.04,sh600519,600519
2019-06-21,5135.57,sh600519,600519
2019-06-24,5189.84,sh600519,600519
2019-06-25,5169.13,sh600519,600519
2019-06-26,5153.46,sh600519,600519
2019-06-27,5236.32,sh600519,600519
2019-06-28,5247.31,sh600519,600519
2019-07-01,5487.8,sh600519,600519
2019-07-02,5453.33,sh600519,600519
2019-07-03,5266.91,sh600519,600519
2019-07-04,5233.25,sh600519,600519
2019-07-05,5326.81,sh600519,600519
2019-07-08,5251.64,sh600519,600519
2019-07-09,5207.42,sh600519,600519
2019-07-10,5239.88,sh600519,600519
2019-07-11,5234.75,sh600519,600519
2019-07-12,5257.82,sh600519,600519
2019-07-15,5206.76,sh600519,600519
2019-07-16,5166.92,sh600519,600519
2019-07-17,5144.31,sh600519,600519
2019-07-18,5063.91,sh600519,600519
2019-07-19,5105.97,sh600519,600519
2019-07-22,5111.75,sh600519,600519
2019-07-23,5096.47,sh600519,600519
2019-07-24,5058.18,sh600519,600519
2019-07-25,5141.79,sh600519,600519
2019-07-26,5151.99,sh600519,600519
2019-07-29,5209.18,sh600519,600519
2019-07-30,5221.84,sh600519,600519
2019-07-31,5190.03,sh600519,600519
2019-08-01,5123.2,sh600519,600519
2019-08-02,5098.83,sh600519,600519
2019-08-05,5038.43,sh600519,600519
2019-08-06,5057.88,sh600519,600519
2019-08-07,5051.35,sh600519,600519
2019-08-08,5185.41,sh600519,600519
2019-08-09,5136.92,sh600519,600519
2019-08-12,5421.32,sh600519,600519
2019-08-13,5417.91,sh600519,600519
2019-08-14,5545.44,sh600519,600519
2019-08-15,5553.32,sh600519,600519
2019-08-16,5602.07,sh600519,600519
2019-08-19,5608.5,sh600519,600519
2019-08-20,5679.45,sh600519,600519
2019-08-21,5659.35,sh600519,600519
2019-08-22,5850.29,sh600519,600519
2019-08-23,5981.44,sh600519,600519
2019-08-26,5845.01,sh600519,600519
2019-08-27,5875.41,sh600519,600519
2019-08-28,5830.74,sh600519,600519
2019-08-29,5896.02,sh600519,600519
2019-08-30,6041.23,sh600519,600519
2019-09-02,6024.95,sh600519,600519
2019-09-03,6031.18,sh600519,600519
2019-09-04,5955.86,sh600519,600519
2019-09-05,6051.28,sh600519,600519
2019-09-06,6043.69,sh600519,600519
2019-09-09,6013.7,sh600519,600519
2019-09-10,5950.03,sh600519,600519
2019-09-11,5677.04,sh600519,600519
2019-09-12,5825.17,sh600519,600519
2019-09-16,5825.17,sh600519,600519
2019-09-17,5800.09,sh600519,600519
2019-09-18,6075.9,sh600519,600519
2019-09-19,6056.31,sh600519,600519
2019-09-20,6118.71,sh600519,600519
2019-09-23,6076.41,sh600519,600519
2019-09-24,6252.27,sh600519,600519
2019-09-25,6202.03,sh600519,600519
2019-09-26,6166.85,sh600519,600519
2019-09-27,6205.79,sh600519,600519
2019-09-30,6081.43,sh600519,600519
2019-10-08,6167.35,sh600519,600519
2019-10-09,6065.4,sh600519,600519
2019-10-10,6106.55,sh600519,600519
2019-10-11,6205.04,sh600519,600519
2019-10-14,6232.17,sh600519,600519
2019-10-15,6387.94,sh600519,600519
2019-10-16,6181.93,sh600519,600519
2019-10-17,6248.91,sh600519,600519
2019-10-18,6211.02,sh600519,600519
2019-10-21,6174.39,sh600519,600519
2019-10-22,6185.95,sh600519,600519
2019-10-23,6126.2,sh600519,600519
2019-10-24,6082.79,sh600519,600519
2019-10-25,6188.71,sh600519,600519
2019-10-28,6223.58,sh600519,600519
2019-10-29,6297.5,sh600519,600519
2019-10-30,6251.27,sh600519,600519
2019-10-31,6232.22,sh600519,600519
2019-11-01,6257.3,sh600519,600519
2019-11-04,6330.61,sh600519,600519
2019-11-05,6327.65,sh600519,600519
2019-11-06,6297.5,sh600519,600519
2019-11-07,6339.55,sh600519,600519
2019-11-08,6357.79,sh600519,600519
2019-11-11,6327.65,sh600519,600519
2019-11-12,6340.71,sh600519,600519
2019-11-13,6453.26,sh600519,600519
2019-11-14,6483.41,sh600519,600519
2019-11-15,6457.79,sh600519,600519
2019-11-18,6469.75,sh600519,600519
2019-11-19,6495.07,sh600519,600519
2019-11-20,6502.26,sh600519,600519
2019-11-21,6489.95,sh600519,600519
2019-11-22,6302.52,sh600519,600519
2019-11-25,6242.53,sh600519,600519
2019-11-26,6257.3,sh600519,600519
2019-11-27,6282.17,sh600519,600519
2019-11-28,6211.07,sh600519,600519
2019-11-29,5975.91,sh600519,600519
2019-12-02,5996.01,sh600519,600519
2019-12-03,5920.64,sh600519,600519
2019-12-04,5942.39,sh600519,600519
2019-12-05,5979.93,sh600519,600519
2019-12-06,6181.93,sh600519,600519
2019-12-09,6125.15,sh600519,600519
2019-12-10,6153.79,sh600519,600519
2019-12-11,6126.55,sh600519,600519
2019-12-12,6016.11,sh600519,600519
2019-12-13,6146.75,sh600519,600519
2019-12-16,6070.98,sh600519,600519
2019-12-17,6181.83,sh600519,600519
2019-12-18,6171.88,sh600519,600519
2019-12-19,6118.61,sh600519,600519
2019-12-20,6062.84,sh600519,600519
2019-12-23,6077.91,sh600519,600519
2019-12-24,6071.38,sh600519,600519
2019-12-25,5999.53,sh600519,600519
2019-12-26,6006.56,sh600519,600519
2019-12-27,6146.75,sh600519,600519
2019-12-30,6261.32,sh600519,600519
2019-12-31,6247.25,sh600519,600519
2020-01-02,5980.93,sh600519,600519
2020-01-03,5722.46,sh600519,600519
2020-01-06,5719.6,sh600519,600519
2020-01-07,5802.71,sh600519,600519
2020-01-08,5770.6,sh600519,600519
2020-01-09,5843.76,sh600519,600519
2020-01-10,5893.0,sh600519,600519
2020-01-13,5952.14,sh600519,600519
2020-01-14,5867.37,sh600519,600519
2020-01-15,5891.14,sh600519,600519
2020-01-16,5865.36,sh600519,600519
2020-01-17,5867.88,sh600519,600519
2020-01-20,5784.97,sh600519,600519
2020-01-21,5706.08,sh600519,600519
2020-01-22,5707.13,sh600519,600519
2020-01-23,5593.02,sh600519,600519
2020-02-03,5347.41,sh600519,600519
2020-02-04,5518.7,sh600519,600519
2020-02-05,5578.9,sh600519,600519
2020-02-06,5684.47,sh600519,600519
2020-02-07,5709.6,sh600519,600519
2020-02-10,5661.81,sh600519,600519
2020-02-11,5820.14,sh600519,600519
2020-02-12,5816.47,sh600519,600519
2020-02-13,5784.97,sh600519,600519
2020-02-14,5769.89,sh600519,600519
2020-02-17,5799.14,sh600519,600519
2020-02-18,5749.79,sh600519,600519
2020-02-19,5812.6,sh600519,600519
2020-02-20,5920.64,sh600519,600519
2020-02-21,5894.91,sh600519,600519
2020-02-24,5765.77,sh600519,600519
2020-02-25,5703.62,sh600519,600519
2020-02-26,5698.04,sh600519,600519
2020-02-27,5766.83,sh600519,600519
2020-02-28,5614.12,sh600519,600519
2020-03-02,5759.89,sh600519,600519
2020-03-03,5895.51,sh600519,600519
2020-03-04,5975.51,sh600519,600519
2020-03-05,6186.95,sh600519,600519
2020-03-06,6109.07,sh600519,600519
2020-03-09,5900.59,sh600519,600519
2020-03-10,6111.58,sh600519,600519
2020-03-11,6124.24,sh600519,600519
2020-03-12,6023.65,sh600519,600519
2020-03-13,5890.64,sh600519,600519
2020-03-16,5664.37,sh600519,600519
2020-03-17,5554.33,sh600519,600519
2020-03-18,5367.86,sh600519,600519
2020-03-19,5307.61,sh600519,600519
2020-03-20,5504.99,sh600519,600519
2020-03-23,5423.18,sh600519,600519
2020-03-24,5609.1,sh600519,600519
2020-03-25,5730.2,sh600519,600519
2020-03-26,5653.92,sh600519,600519
2020-03-27,5707.08,sh600519,600519
2020-03-30,5689.5,sh600519,600519
2020-03-31,5885.46,sh600519,600519
2020-04-01,5845.27,sh600519,600519
2020-04-02,6056.31,sh600519,600519
2020-04-03,6030.13,sh600519,600519
2020-04-07,6131.43,sh600519,600519
2020-04-08,6130.47,sh600519,600519
2020-04-09,6124.14,sh600519,600519
2020-04-10,6156.8,sh600519,600519
2020-04-13,6143.24,sh600519,600519
2020-04-14,6257.8,sh600519,600519
2020-04-15,6280.41,sh600519,600519
2020-04-16,6318.1,sh600519,600519
2020-04-17,6463.31,sh600519,600519
2020-04-20,6469.85,sh600519,600519
2020-04-21,6332.67,sh600519,600519
2020-04-22,6556.27,sh600519,600519
2020-04-23,6595.27,sh600519,600519
2020-04-24,6586.72,sh600519,600519
2020-04-27,6714.55,sh600519,600519
2020-04-28,6730.28,sh600519,600519
2020-04-29,6709.03,sh600519,600519
2020-04-30,6662.8,sh600519,600519
2020-05-06,6835.15,sh600519,600519
2020-05-07,6895.45,sh600519,600519
2020-05-08,6908.56,sh600519,600519
2020-05-11,6950.77,sh600519,600519
2020-05-12,7000.97,sh600519,600519
2020-05-13,7015.79,sh600519,600519
2020-05-14,6968.76,sh600519,600519
2020-05-15,6900.47,sh600519,600519
2020-05-18,7067.34,sh600519,600519
2020-05-19,7066.84,sh600519,600519
2020-05-20,7091.41,sh600519,600519
2020-05-21,7167.29,sh600519,600519
2020-05-22,6976.85,sh600519,600519
2020-05-25,7151.21,sh600519,600519
2020-05-26,7126.59,sh600519,600519
2020-05-27,7026.09,sh600519,600519
2020-05-28,7056.24,sh600519,600519
2020-05-29,7169.8,sh600519,600519
2020-06-01,7435.61,sh600519,600519
2020-06-02,7391.44,sh600519,600519
2020-06-03,7334.11,sh600519,600519
2020-06-04,7377.78,sh600519,600519
2020-06-05,7463.25,sh600519,600519
2020-06-08,7368.28,sh600519,600519
2020-06-09,7420.79,sh600519,600519
2020-06-10,7456.51,sh600519,600519
2020-06-11,7339.94,sh600519,600519
2020-06-12,7419.88,sh600519,600519
2020-06-15,7252.21,sh600519,600519
2020-06-16,7357.12,sh600519,600519
2020-06-17,7362.75,sh600519,600519
2020-06-18,7402.95,sh600519,600519
2020-06-19,7537.82,sh600519,600519
2020-06-22,7533.6,sh600519,600519
2020-06-23,7711.98,sh600519,600519
2020-06-24,7724.71,sh600519,600519
2020-06-29,7740.59,sh600519,600519
2020-06-30,7739.13,sh600519,600519
2020-07-01,7896.86,sh600519,600519
2020-07-02,8146.75,sh600519,600519
2020-07-03,8135.64,sh600519,600519
2020-07-06,8428.13,sh600519,600519
2020-07-07,8870.32,sh600519,600519
2020-07-08,8836.85,sh600519,600519
2020-07-09,8960.76,sh600519,600519
2020-07-10,9000.21,sh600519,600519
2020-07-13,9342.6,sh600519,600519
2020-07-14,9242.15,sh600519,600519
2020-07-15,9194.57,sh600519,600519
2020-07-16,8498.48,sh600519,600519
2020-07-17,8669.57,sh600519,600519
2020-07-20,8613.85,sh600519,600519
2020-07-21,8769.82,sh600519,600519
2020-07-22,8820.47,sh600519,600519
2020-07-23,8810.02,sh600519,600519
2020-07-24,8404.52,sh600519,600519
2020-07-27,8541.44,sh600519,600519
2020-07-28,8779.87,sh600519,600519
2020-07-29,8789.92,sh600519,600519
2020-07-30,8830.12,sh600519,600519
2020-07-31,8820.97,sh600519,600519
2020-08-03,8769.82,sh600519,600519
2020-08-04,8779.82,sh600519,600519
2020-08-05,8769.82,sh600519,600519
2020-08-06,8618.87,sh600519,600519
2020-08-07,8583.9,sh600519,600519
2020-08-10,8598.93,sh600519,600519
2020-08-11,8641.74,sh600519,600519
2020-08-12,8563.55,sh600519,600519
2020-08-13,8604.0,sh600519,600519
2020-08-14,8734.65,sh600519,600519
2020-08-17,8880.37,sh600519,600519
2020-08-18,8955.74,sh600519,600519
2020-08-19,8865.29,sh600519,600519
2020-08-20,8749.72,sh600519,600519
2020-08-21,8810.02,sh600519,600519
2020-08-24,8912.27,sh600519,600519
2020-08-25,9066.28,sh600519,600519
2020-08-26,9066.28,sh600519,600519
2020-08-27,9086.38,sh600519,600519
2020-08-28,9217.03,sh600519,600519
2020-08-31,9365.26,sh600519,600519
2020-09-01,9443.04,sh600519,600519
2020-09-02,9407.97,sh600519,600519
2020-09-03,9397.92,sh600519,600519
2020-09-04,9282.35,sh600519,600519
2020-09-07,9048.7,sh600519,600519
2020-09-08,8987.9,sh600519,600519
2020-09-09,8870.32,sh600519,600519
2020-09-10,8959.76,sh600519,600519
2020-09-11,9096.43,sh600519,600519
2020-09-14,9262.25,sh600519,600519
2020-09-15,9232.1,sh600519,600519
2020-09-16,9056.74,sh600519,600519
2020-09-17,8782.48,sh600519,600519
2020-09-18,8905.49,sh600519,600519
2020-09-21,8763.79,sh600519,600519
2020-09-22,8758.21,sh600519,600519
2020-09-23,8679.27,sh600519,600519
2020-09-24,8575.46,sh600519,600519
2020-09-25,8604.55,sh600519,600519
2020-09-28,8734.65,sh600519,600519
2020-09-29,8690.93,sh600519,600519
2020-09-30,8772.33,sh600519,600519
2020-10-09,8910.51,sh600519,600519
2020-10-12,9184.92,sh600519,600519
2020-10-13,9126.58,sh600519,600519
2020-10-14,9076.33,sh600519,600519
2020-10-15,9056.23,sh600519,600519
2020-10-16,8990.91,sh600519,600519
2020-10-19,8925.59,sh600519,600519
2020-10-20,9101.46,sh600519,600519
2020-10-21,9098.09,sh600519,600519
2020-10-22,9144.17,sh600519,600519
2020-10-23,9007.64,sh600519,600519
2020-10-26,8644.2,sh600519,600519
2020-10-27,8553.75,sh600519,600519
2020-10-28,8753.79,sh600519,600519
2020-10-29,8810.02,sh600519,600519
2020-10-30,8779.97,sh600519,600519
2020-11-02,8800.02,sh600519,600519
2020-11-03,8905.49,sh600519,600519
2020-11-04,8928.5,sh600519,600519
2020-11-05,9040.66,sh600519,600519
2020-11-06,8933.73,sh600519,600519
2020-11-09,9144.52,sh600519,600519
2020-11-10,9156.73,sh600519,600519
2020-11-11,9088.14,sh600519,600519
2020-11-12,9105.43,sh600519,600519
2020-11-13,8955.74,sh600519,600519
2020-11-16,9081.61,sh600519,600519
2020-11-17,9010.0,sh600519,600519
2020-11-18,8898.71,sh600519,600519
